#EEP,M/Mo  L,ogTeff,LogG  L,ogL/Lo,F435W,F475W,F555W,F606W,F625W,F775W,F814W,F850L
235,0.815451,3.7103,2.3314,1.8124,1.2616,0.9826,0.5677,0.3415,0.1213,-0.3135,-0.3794,-0.5714
236,0.815526,3.7086,2.2823,1.8549,1.1685,0.8855,0.4665,0.2384,0.0167,-0.4211,-0.4876,-0.681
237,0.815594,3.7069,2.2339,1.8965,1.0785,0.7911,0.3677,0.1376,-0.0857,-0.5269,-0.5939,-0.7887
238,0.815657,3.7053,2.1863,1.9375,0.9906,0.6987,0.2708,0.0386,-0.1863,-0.6308,-0.6984,-0.8947
239,0.815715,3.7036,2.1379,1.9792,0.9019,0.6052,0.1725,-0.062,-0.2885,-0.7366,-0.8047,-1.0026
240,0.815767,3.7019,2.091,2.0196,0.8166,0.5149,0.0775,-0.1595,-0.3878,-0.8392,-0.908,-1.1074
241,0.815815,3.7002,2.0446,2.0594,0.7329,0.4263,-0.0161,-0.2554,-0.4854,-0.9405,-1.0097,-1.2108
242,0.81586,3.6986,1.9989,2.0984,0.6513,0.3397,-0.1077,-0.3493,-0.5811,-1.0397,-1.1095,-1.3122
243,0.815902,3.697,1.955,2.1359,0.5741,0.2573,-0.1951,-0.439,-0.6725,-1.1345,-1.205,-1.4091
244,0.81594,3.6955,1.9171,2.1681,0.5078,0.1866,-0.2701,-0.5161,-0.7511,-1.2161,-1.2871,-1.4926
245,0.815976,3.6949,1.8967,2.1858,0.4701,0.1469,-0.3118,-0.5588,-0.7946,-1.2612,-1.3323,-1.5384
246,0.816011,3.6945,1.8838,2.1972,0.4455,0.1211,-0.3388,-0.5864,-0.8226,-1.29,-1.3613,-1.5678
247,0.816047,3.6928,1.8396,2.2348,0.3691,0.0393,-0.4258,-0.6759,-0.9139,-1.3849,-1.4568,-1.665
248,0.816079,3.6909,1.7897,2.2768,0.2854,-0.051,-0.5224,-0.7755,-1.0156,-1.4909,-1.5636,-1.7738
249,0.816109,3.689,1.743,2.316,0.2085,-0.1345,-0.612,-0.868,-1.1102,-1.5898,-1.663,-1.8753
250,0.816136,3.6874,1.7019,2.3506,0.1412,-0.2077,-0.6907,-0.9493,-1.1934,-1.6768,-1.7506,-1.9648
251,0.816161,3.6856,1.6594,2.3863,0.0724,-0.2829,-0.7717,-1.033,-1.2791,-1.7665,-1.8408,-2.057
252,0.816185,3.6838,1.6121,2.4262,-0.0041,-0.3664,-0.8619,-1.1263,-1.3745,-1.8666,-1.9416,-2.16
253,0.816207,3.6819,1.5652,2.4655,-0.0788,-0.4483,-0.9504,-1.218,-1.4687,-1.9652,-2.0411,-2.2616
254,0.816227,3.68,1.5194,2.5038,-0.1505,-0.5274,-1.0364,-1.3072,-1.5601,-2.0614,-2.1381,-2.3606
255,0.816245,3.6781,1.4743,2.5413,-0.2182,-0.603,-1.1192,-1.3936,-1.6491,-2.1552,-2.2329,-2.4573
256,0.816262,3.6762,1.4302,2.5779,-0.2832,-0.6761,-1.1997,-1.4777,-1.7356,-2.2468,-2.3255,-2.5518
257,0.816277,3.6743,1.3863,2.6141,-0.3458,-0.7473,-1.2786,-1.5605,-1.821,-2.3373,-2.4168,-2.6453
258,0.816291,3.6724,1.3438,2.649,-0.4056,-0.8156,-1.3546,-1.6403,-1.9035,-2.425,-2.5053,-2.7357
259,0.816304,3.6706,1.3016,2.6837,-0.4635,-0.8823,-1.4291,-1.7188,-1.9846,-2.5114,-2.5925,-2.8251
260,0.816317,3.6687,1.2603,2.7176,-0.5194,-0.9471,-1.5017,-1.7954,-2.0639,-2.5961,-2.6779,-2.9127
261,0.816328,3.6669,1.2199,2.7507,-0.5728,-1.0094,-1.5718,-1.8695,-2.1408,-2.6784,-2.7608,-2.9979
262,0.816338,3.665,1.1803,2.7831,-0.6242,-1.0698,-1.6403,-1.9419,-2.216,-2.759,-2.8422,-3.0816
263,0.816348,3.6633,1.1414,2.8148,-0.6734,-1.1281,-1.7064,-2.0123,-2.289,-2.8375,-2.9214,-3.1632
264,0.816356,3.6615,1.1033,2.8459,-0.7208,-1.1847,-1.7708,-2.0809,-2.3603,-2.9144,-2.9989,-3.2431
265,0.816365,3.6598,1.0658,2.8765,-0.7665,-1.2395,-1.8337,-2.1479,-2.4301,-2.9897,-3.075,-3.3215
266,0.816373,3.658,1.029,2.9064,-0.8103,-1.2926,-1.8947,-2.2132,-2.4982,-3.0633,-3.1494,-3.3982
267,0.81638,3.6563,0.9926,2.9358,-0.8512,-1.343,-1.9533,-2.2763,-2.5642,-3.135,-3.222,-3.4731
268,0.816387,3.6545,0.9569,2.9644,-0.8897,-1.3912,-2.0099,-2.3374,-2.6282,-3.2048,-3.2928,-3.5462
269,0.816394,3.6528,0.9216,2.9926,-0.9267,-1.4378,-2.0648,-2.397,-2.6907,-3.2731,-3.3621,-3.618
270,0.816399,3.6509,0.8871,3.0201,-0.9611,-1.4821,-2.1176,-2.4545,-2.7512,-3.3398,-3.4297,-3.6879
271,0.816405,3.6492,0.8527,3.0473,-0.9944,-1.5253,-2.1693,-2.5111,-2.8108,-3.4055,-3.4964,-3.7571
272,0.816411,3.6475,0.8194,3.0738,-1.0256,-1.5664,-2.2189,-2.5655,-2.8683,-3.4691,-3.5609,-3.8241
273,0.816415,3.6458,0.7866,3.0999,-1.0557,-1.6063,-2.2675,-2.6191,-2.9247,-3.5318,-3.6245,-3.8901
274,0.81642,3.6441,0.7544,3.1253,-1.0845,-1.645,-2.3144,-2.6709,-2.9797,-3.5927,-3.6864,-3.9544
275,0.816424,3.6425,0.723,3.1502,-1.1117,-1.682,-2.3598,-2.7212,-3.0329,-3.6522,-3.7468,-4.0172
276,0.816429,3.6409,0.6922,3.1747,-1.1381,-1.718,-2.4041,-2.7705,-3.0851,-3.7104,-3.8059,-4.0786
277,0.816433,3.6393,0.6625,3.1982,-1.163,-1.7524,-2.4464,-2.8177,-3.1351,-3.7665,-3.8629,-4.1379
278,0.816436,3.6379,0.6336,3.2211,-1.1866,-1.7853,-2.4871,-2.8632,-3.1835,-3.8207,-3.9181,-4.1952
279,0.81644,3.6365,0.6074,3.242,-1.2081,-1.8152,-2.5242,-2.9048,-3.2276,-3.8701,-3.9683,-4.2476
