#NUM,BER OF AGE,S= 1,,,,,,,,,,
#---,----------,--------,--------,--------,--------,-------,,,,,,
#MIX,#NAME?,Z,Ze,ff,[Fe/H],[a/Fe],,,,,,
# 1.,9380  0.24,53 2.046,1E-04 1.,4.90E-01,-2.1,0.2,,,,,,
#---,----------,--------,--------,--------,--------,-------,,,,,,
#**P,HOTOMETRIC,SYSTEM*,*: HST A,CS-WFC (,PHOENIX),,,,,,,
#---,----------,--------,--------,--------,--------,-------,,,,,,
#AGE,=12.500 EE,PS=266,,,,,,,,,,
#EEP,M/Mo  L,ogTeff,LogG  L,ogL/Lo,F435W,F475W,F555W,F606W,F625W,F775W,F814W,F850L
224,0.805903,3.724,2.7801,1.4134,2.1623,1.9129,1.5285,1.3174,1.1087,0.6985,0.6369,0.4571
225,0.805922,3.7239,2.7751,1.4179,2.1517,1.902,1.5174,1.3061,1.0973,0.687,0.6253,0.4454
226,0.805941,3.7237,2.77,1.4225,2.1411,1.8912,1.5063,1.2949,1.086,0.6754,0.6136,0.4336
227,0.806109,3.7223,2.7219,1.4651,2.0436,1.7909,1.4032,1.1903,0.9802,0.5672,0.5051,0.3239
228,0.806273,3.7207,2.6706,1.5104,1.9405,1.6847,1.2937,1.0791,0.8678,0.4521,0.3894,0.2069
229,0.806412,3.7194,2.6229,1.5525,1.8448,1.5862,1.192,0.9759,0.7634,0.3451,0.2821,0.0982
230,0.806544,3.718,2.5738,1.596,1.7461,1.4844,1.0871,0.8694,0.6557,0.2347,0.1713,-0.0138
231,0.806666,3.7165,2.5238,1.6403,1.6455,1.3808,0.9802,0.7609,0.5459,0.1223,0.0585,-0.1279
232,0.806777,3.7149,2.4742,1.6837,1.5482,1.2799,0.8759,0.6548,0.4385,0.0121,-0.0523,-0.24
233,0.806879,3.7133,2.4244,1.7272,1.4515,1.1796,0.7718,0.5491,0.3313,-0.0979,-0.1628,-0.3521
234,0.806972,3.7117,2.3746,1.7703,1.3561,1.0804,0.6687,0.4441,0.2251,-0.2072,-0.2727,-0.4635
235,0.807059,3.7099,2.3237,1.8142,1.2601,0.9802,0.5645,0.3378,0.1173,-0.3182,-0.3842,-0.5765
236,0.807138,3.7082,2.2738,1.8572,1.1658,0.8818,0.4618,0.2333,0.0113,-0.4274,-0.494,-0.6878
237,0.807208,3.7065,2.2252,1.899,1.0756,0.7872,0.3627,0.1321,-0.0915,-0.5335,-0.6006,-0.7958
238,0.807275,3.7048,2.1759,1.9417,0.9843,0.6911,0.262,0.0291,-0.1961,-0.6416,-0.7093,-0.9061
239,0.807334,3.7031,2.1282,1.9827,0.8969,0.599,0.1652,-0.07,-0.297,-0.7459,-0.8141,-1.0125
240,0.807388,3.7015,2.081,2.0232,0.8114,0.5085,0.0697,-0.1678,-0.3965,-0.849,-0.9178,-1.1177
241,0.80744,3.6998,2.0333,2.0643,0.725,0.4169,-0.0269,-0.2668,-0.4974,-0.9534,-1.0229,-1.2244
242,0.807486,3.6981,1.9878,2.1031,0.6443,0.3312,-0.1177,-0.36,-0.5923,-1.0518,-1.1218,-1.325
243,0.807529,3.6965,1.9443,2.1401,0.5679,0.2497,-0.204,-0.4486,-0.6826,-1.1457,-1.2163,-1.4208
244,0.807569,3.6952,1.9095,2.1699,0.5067,0.1845,-0.2732,-0.5197,-0.7552,-1.2209,-1.2919,-1.4977
245,0.807606,3.6949,1.8972,2.1809,0.4823,0.1591,-0.2996,-0.5466,-0.7824,-1.2489,-1.3201,-1.5262
246,0.807645,3.694,1.8706,2.2039,0.4343,0.1081,-0.3533,-0.6018,-0.8385,-1.307,-1.3786,-1.5856
247,0.807681,3.692,1.8209,2.2458,0.35,0.0176,-0.4501,-0.7013,-0.9402,-1.4129,-1.4851,-1.6941
248,0.807715,3.6901,1.7716,2.2872,0.268,-0.0712,-0.5451,-0.7992,-1.0403,-1.5174,-1.5903,-1.8013
249,0.807745,3.6883,1.7264,2.3253,0.1936,-0.1519,-0.6319,-0.8889,-1.132,-1.6132,-1.6866,-1.8998
250,0.807774,3.6866,1.6854,2.3598,0.1266,-0.2249,-0.7104,-0.97,-1.2149,-1.7,-1.774,-1.989
251,0.8078,3.6847,1.6383,2.3994,0.0504,-0.3081,-0.8,-1.0627,-1.3098,-1.7994,-1.8741,-2.0914
252,0.807824,3.6829,1.5903,2.4397,-0.0267,-0.3924,-0.891,-1.1569,-1.4064,-1.9005,-1.976,-2.1954
253,0.807846,3.681,1.5436,2.479,-0.1009,-0.4739,-0.9794,-1.2486,-1.5003,-1.9991,-2.0755,-2.2969
254,0.807867,3.679,1.4972,2.5177,-0.1721,-0.5529,-1.0655,-1.3382,-1.5923,-2.096,-2.1733,-2.3968
255,0.807885,3.6771,1.4519,2.5553,-0.2394,-0.6284,-1.1485,-1.4248,-1.6815,-2.1903,-2.2684,-2.4939
256,0.807902,3.6752,1.4072,2.5922,-0.3042,-0.7016,-1.2293,-1.5094,-1.7688,-2.2826,-2.3618,-2.5892
257,0.807918,3.6732,1.3636,2.6281,-0.3659,-0.772,-1.3075,-1.5914,-1.8535,-2.3725,-2.4526,-2.682
258,0.807932,3.6714,1.3205,2.6636,-0.4258,-0.8407,-1.3841,-1.672,-1.9367,-2.4611,-2.5419,-2.7736
259,0.807945,3.6695,1.2785,2.6981,-0.483,-0.9069,-1.4582,-1.7501,-2.0175,-2.5474,-2.6289,-2.8627
260,0.807957,3.6676,1.2372,2.732,-0.5384,-0.9712,-1.5304,-1.8264,-2.0965,-2.6318,-2.714,-2.9502
261,0.807969,3.6658,1.1965,2.7653,-0.5916,-1.0336,-1.6008,-1.9009,-2.1738,-2.7147,-2.7975,-3.036
262,0.807979,3.6639,1.1565,2.798,-0.6428,-1.094,-1.6693,-1.9735,-2.2492,-2.7957,-2.8793,-3.1202
263,0.807989,3.6622,1.1175,2.8298,-0.6917,-1.1522,-1.7355,-2.044,-2.3225,-2.8745,-2.9588,-3.2021
264,0.807998,3.6603,1.0793,2.8609,-0.7386,-1.2083,-1.7997,-2.1124,-2.3937,-2.9513,-3.0363,-3.282
265,0.808007,3.6586,1.0418,2.8915,-0.7838,-1.2629,-1.8623,-2.1793,-2.4634,-3.0265,-3.1124,-3.3604
266,0.808014,3.6569,1.0045,2.9217,-0.8266,-1.3152,-1.9229,-2.2444,-2.5313,-3.1002,-3.1869,-3.4373
267,0.808022,3.6551,0.968,2.951,-0.8666,-1.3651,-1.9811,-2.3072,-2.5971,-3.1718,-3.2595,-3.5123
268,0.808029,3.6533,0.932,2.9798,-0.9046,-1.4129,-2.0374,-2.3683,-2.6611,-3.2418,-3.3305,-3.5856
269,0.808035,3.6515,0.8965,3.008,-0.9404,-1.4587,-2.0919,-2.4275,-2.7234,-3.3102,-3.3999,-3.6574
270,0.808041,3.6497,0.8619,3.0356,-0.9743,-1.5026,-2.1445,-2.4849,-2.7839,-3.3769,-3.4676,-3.7276
271,0.808047,3.6479,0.8276,3.0628,-1.0068,-1.5451,-2.1956,-2.541,-2.843,-3.4423,-3.5339,-3.7964
272,0.808052,3.6462,0.7942,3.0893,-1.0376,-1.586,-2.2451,-2.5955,-2.9005,-3.5061,-3.5986,-3.8637
273,0.808057,3.6445,0.7613,3.1154,-1.0672,-1.6257,-2.2933,-2.6487,-2.9568,-3.5686,-3.6621,-3.9296
274,0.808062,3.6429,0.7291,3.1409,-1.0955,-1.6638,-2.3399,-2.7004,-3.0115,-3.6294,-3.7239,-3.9938
275,0.808066,3.6412,0.6978,3.1658,-1.1223,-1.7004,-2.385,-2.7504,-3.0646,-3.6888,-3.7841,-4.0563
276,0.808071,3.6396,0.6672,3.19,-1.1481,-1.7359,-2.4287,-2.7991,-3.1161,-3.7464,-3.8428,-4.1173
277,0.808075,3.6381,0.6375,3.2135,-1.1726,-1.7699,-2.4707,-2.8461,-3.1659,-3.8023,-3.8995,-4.1764
278,0.808078,3.6367,0.6095,3.2359,-1.1954,-1.8019,-2.5103,-2.8904,-3.2131,-3.8551,-3.9534,-4.2324
