#NUM,BER OF AGE,S= 1,,,,,,,,,,
#---,----------,--------,--------,--------,--------,-------,,,,,,
#MIX,#NAME?,Z,Ze,ff,[Fe/H],[a/Fe],,,,,,
# 1.,9380  0.24,53 2.046,1E-04 1.,4.90E-01,-2.1,0.2,,,,,,
#---,----------,--------,--------,--------,--------,-------,,,,,,
#**P,HOTOMETRIC,SYSTEM*,*: HST A,CS-WFC (,PHOENIX),,,,,,,
#---,----------,--------,--------,--------,--------,-------,,,,,,
#AGE,=13.000 EE,PS=266,,,,,,,,,,
#EEP,M/Mo  L,ogTeff,LogG  L,ogL/Lo,F435W,F475W,F555W,F606W,F625W,F775W,F814W,F850L
207,0.795664,3.7301,3.0095,1.2032,2.6514,2.4129,2.0403,1.8351,1.631,1.231,1.1712,0.997
208,0.795796,3.7297,2.9898,1.2208,2.6101,2.3708,1.9972,1.7916,1.5871,1.1864,1.1264,0.9517
209,0.795923,3.7291,2.9698,1.2388,2.568,2.3279,1.9534,1.7473,1.5424,1.1409,1.0807,0.9057
210,0.796046,3.7285,2.9494,1.2571,2.5255,2.2844,1.9089,1.7024,1.4972,1.0947,1.0343,0.8587
211,0.796165,3.7279,2.9286,1.2756,2.4826,2.2405,1.864,1.6568,1.4512,1.0477,0.9873,0.8111
212,0.79628,3.7274,2.9077,1.2943,2.4391,2.1959,1.8184,1.6108,1.4046,1.0003,0.9397,0.763
213,0.796391,3.7268,2.8864,1.3132,2.3952,2.151,1.7723,1.564,1.3576,0.9521,0.8914,0.7141
214,0.796499,3.7262,2.8649,1.3325,2.3508,2.1056,1.7257,1.5169,1.3099,0.9035,0.8425,0.6647
215,0.796602,3.7256,2.843,1.3518,2.3066,2.0601,1.6788,1.4693,1.2618,0.8542,0.7931,0.6147
216,0.796703,3.725,2.8212,1.3714,2.2611,2.0135,1.6312,1.4211,1.2132,0.8047,0.7433,0.5645
217,0.796724,3.7249,2.8163,1.3758,2.251,2.0031,1.6206,1.4103,1.2023,0.7936,0.7322,0.5532
218,0.796746,3.7247,2.8114,1.3801,2.2408,1.9928,1.6099,1.3995,1.1913,0.7823,0.721,0.5419
219,0.796768,3.7246,2.8064,1.3845,2.2306,1.9823,1.5991,1.3887,1.1804,0.7712,0.7097,0.5305
220,0.796789,3.7244,2.8014,1.389,2.2204,1.9718,1.5884,1.3777,1.1693,0.7599,0.6984,0.519
221,0.796811,3.7243,2.7964,1.3935,2.2102,1.9613,1.5776,1.3667,1.1582,0.7486,0.6871,0.5076
222,0.796832,3.7241,2.7912,1.3979,2.2001,1.951,1.5668,1.3558,1.1472,0.7372,0.6756,0.496
223,0.796854,3.7239,2.7861,1.4024,2.1899,1.9404,1.556,1.3448,1.1361,0.7258,0.6641,0.4844
224,0.796875,3.7238,2.7811,1.407,2.1792,1.9295,1.5448,1.3336,1.1247,0.7143,0.6527,0.4728
225,0.796896,3.7237,2.7761,1.4115,2.1686,1.9187,1.5338,1.3223,1.1134,0.7028,0.6411,0.4611
226,0.796916,3.7236,2.7709,1.4161,2.1581,1.9079,1.5227,1.3112,1.1021,0.6912,0.6294,0.4493
227,0.797103,3.7222,2.7226,1.459,2.0597,1.8067,1.4186,1.2055,0.9954,0.5821,0.52,0.3386
228,0.797284,3.7206,2.6707,1.5048,1.956,1.6998,1.3084,1.0936,0.8821,0.466,0.4034,0.2207
229,0.797437,3.7193,2.6232,1.5468,1.8603,1.6013,1.2068,0.9906,0.7779,0.3593,0.2963,0.1124
230,0.797582,3.7178,2.5737,1.5906,1.7606,1.4986,1.101,0.8831,0.6692,0.248,0.1845,-0.0007
231,0.797717,3.7164,2.5236,1.6352,1.6595,1.3944,0.9935,0.774,0.5589,0.1351,0.0712,-0.1153
232,0.797839,3.7148,2.4739,1.6786,1.562,1.2934,0.889,0.6678,0.4514,0.0247,-0.0397,-0.2276
233,0.79795,3.7132,2.4238,1.7223,1.4647,1.1925,0.7844,0.5614,0.3436,-0.0859,-0.1509,-0.3403
234,0.798052,3.7115,2.374,1.7655,1.3693,1.0933,0.6812,0.4564,0.2373,-0.1953,-0.2607,-0.4516
235,0.798147,3.7097,2.3229,1.8096,1.2728,0.9925,0.5764,0.3496,0.1289,-0.3069,-0.373,-0.5655
236,0.798233,3.708,2.2727,1.8529,1.178,0.8935,0.4731,0.2443,0.0222,-0.4169,-0.4835,-0.6773
237,0.79831,3.7064,2.2242,1.8948,1.0876,0.7987,0.3739,0.1431,-0.0806,-0.5229,-0.5901,-0.7854
238,0.798382,3.7047,2.1746,1.9375,0.9959,0.7023,0.2728,0.0397,-0.1857,-0.6314,-0.6992,-0.8961
239,0.798446,3.703,2.1268,1.9787,0.9082,0.6099,0.1756,-0.0597,-0.2869,-0.7361,-0.8044,-1.0029
240,0.798506,3.7013,2.0795,2.0194,0.8223,0.519,0.0798,-0.1579,-0.3868,-0.8396,-0.9084,-1.1084
241,0.798562,3.6996,2.0317,2.0606,0.736,0.4274,-0.0168,-0.2569,-0.4876,-0.944,-1.0135,-1.2151
242,0.798612,3.698,1.9864,2.0992,0.6555,0.3419,-0.1073,-0.3498,-0.5822,-1.0421,-1.1121,-1.3153
243,0.798658,3.6964,1.9435,2.1357,0.5802,0.2618,-0.1924,-0.4371,-0.6712,-1.1345,-1.2051,-1.4098
244,0.798702,3.6952,1.9103,2.164,0.5215,0.1992,-0.2586,-0.5051,-0.7406,-1.2065,-1.2775,-1.4833
245,0.798744,3.6949,1.8987,2.1747,0.4977,0.1746,-0.2841,-0.531,-0.7669,-1.2333,-1.3045,-1.5107
246,0.798786,3.6938,1.8674,2.2015,0.4424,0.1156,-0.3465,-0.5952,-0.8321,-1.3011,-1.3726,-1.5798
247,0.798826,3.6917,1.8166,2.2443,0.3566,0.0234,-0.445,-0.6967,-0.9358,-1.4091,-1.4814,-1.6906
248,0.798861,3.6898,1.7679,2.2853,0.2755,-0.0644,-0.5391,-0.7936,-1.0349,-1.5126,-1.5855,-1.7968
249,0.798894,3.6881,1.7234,2.3227,0.2024,-0.1439,-0.6245,-0.8818,-1.125,-1.6068,-1.6803,-1.8937
250,0.798925,3.6865,1.6815,2.3581,0.1337,-0.2187,-0.7049,-0.9649,-1.2101,-1.6956,-1.7697,-1.985
251,0.798954,3.6845,1.6338,2.3981,0.0566,-0.3028,-0.7956,-1.0587,-1.3061,-1.7963,-1.871,-2.0885
252,0.79898,3.6826,1.5859,2.4384,-0.0204,-0.387,-0.8865,-1.1529,-1.4026,-1.8974,-1.9729,-2.1926
253,0.799003,3.6807,1.5392,2.4776,-0.0943,-0.4683,-0.9746,-1.2442,-1.4962,-1.9956,-2.0721,-2.2938
254,0.799025,3.6788,1.4928,2.5163,-0.1653,-0.5471,-1.0606,-1.3338,-1.5882,-2.0926,-2.1699,-2.3937
255,0.799044,3.6769,1.4475,2.5539,-0.2326,-0.6226,-1.1435,-1.4203,-1.6774,-2.1867,-2.265,-2.4908
256,0.799063,3.6749,1.4028,2.5908,-0.2971,-0.6956,-1.2244,-1.5049,-1.7645,-2.2791,-2.3584,-2.5861
257,0.79908,3.673,1.3592,2.6267,-0.3589,-0.766,-1.3025,-1.5869,-1.8492,-2.3691,-2.4491,-2.6789
258,0.799095,3.6711,1.3162,2.6621,-0.4186,-0.8345,-1.379,-1.6674,-1.9324,-2.4575,-2.5384,-2.7703
259,0.79911,3.6693,1.2741,2.6967,-0.4757,-0.9007,-1.453,-1.7454,-2.0132,-2.5437,-2.6254,-2.8595
260,0.799122,3.6674,1.2329,2.7305,-0.531,-0.9649,-1.5252,-1.8217,-2.0921,-2.6281,-2.7104,-2.9468
261,0.799135,3.6655,1.1922,2.7639,-0.5841,-1.0273,-1.5955,-1.8962,-2.1694,-2.7109,-2.7939,-3.0328
262,0.799146,3.6637,1.1522,2.7965,-0.6351,-1.0875,-1.6639,-1.9687,-2.2448,-2.7919,-2.8756,-3.1168
263,0.799156,3.6619,1.1132,2.8284,-0.6841,-1.1457,-1.7301,-2.0392,-2.318,-2.8707,-2.9551,-3.1987
264,0.799166,3.6602,1.075,2.8595,-0.7309,-1.2018,-1.7942,-2.1076,-2.3892,-2.9475,-3.0327,-3.2787
265,0.799175,3.6584,1.0374,2.8901,-0.776,-1.2564,-1.8568,-2.1744,-2.4589,-3.0227,-3.1088,-3.3571
266,0.799184,3.6566,1.0002,2.9202,-0.8185,-1.3085,-1.9173,-2.2394,-2.5267,-3.0964,-3.1833,-3.434
267,0.799192,3.6548,0.9636,2.9496,-0.8585,-1.3583,-1.9754,-2.3021,-2.5924,-3.168,-3.2558,-3.5089
268,0.799199,3.653,0.9276,2.9784,-0.8964,-1.406,-2.0317,-2.3631,-2.6564,-3.238,-3.3268,-3.5823
269,0.799206,3.6512,0.8922,3.0067,-0.9322,-1.4518,-2.0862,-2.4224,-2.7187,-3.3064,-3.3962,-3.6541
270,0.799212,3.6494,0.8574,3.0343,-0.9659,-1.4956,-2.1386,-2.4798,-2.7791,-3.373,-3.4638,-3.7242
271,0.799218,3.6477,0.8233,3.0614,-0.9984,-1.538,-2.1897,-2.5358,-2.8383,-3.4384,-3.5302,-3.793
272,0.799224,3.6459,0.7898,3.088,-1.0291,-1.5789,-2.2393,-2.5903,-2.8958,-3.5022,-3.595,-3.8603
273,0.79923,3.6442,0.7569,3.1141,-1.0588,-1.6186,-2.2874,-2.6436,-2.9521,-3.5648,-3.6584,-3.9262
274,0.799235,3.6426,0.7247,3.1396,-1.0869,-1.6567,-2.334,-2.6952,-3.0068,-3.6257,-3.7203,-3.9904
275,0.79924,3.6409,0.6934,3.1644,-1.1138,-1.6934,-2.3792,-2.7454,-3.0599,-3.685,-3.7805,-4.0531
276,0.799244,3.6394,0.6627,3.1887,-1.1396,-1.7289,-2.4228,-2.7941,-3.1115,-3.7428,-3.8392,-4.1141
277,0.799248,3.6379,0.6331,3.2123,-1.1641,-1.763,-2.465,-2.8411,-3.1614,-3.7987,-3.8961,-4.1733
278,0.799252,3.6364,0.6047,3.2349,-1.187,-1.7951,-2.5049,-2.8858,-3.209,-3.852,-3.9503,-4.2298
